"subject","condition","term","mode","question","q","response","correct","rt_s","num_o","score_TRI","score_ORTH","score_SATISFICE","score_TV_max","score_TV_start","score_TV_end","score_TV_duration","score_REF","score_BOTH","score_ABS","score_niceABS","score_TVERSKY","tv_type","top_score","top_type","range","interpretation","score_SCALED"
"76UV0","111","winter22","asynch","Which shift(s) end at 4 pm?",4,"H",TRUE,42.336,1,1,-0.0833333333333333,NA,0.5,-0.0714285714285714,1,NA,NA,0.5,1,1,1,"score_TV_end",1,"score_TRI",1.08333333333333,"Triangular",1
"76UV0","111","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O",TRUE,12.695,1,1,-0.0769230769230769,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0.5,1,1,-0.0769230769230769,"score_TV_start",1,"score_TRI",1.07692307692308,"?",0
"94FR9","111","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,32.297,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"94FR9","111","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,9.417,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"94FR9","111","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,12.311,1,0,1,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0.5,0,0,0,"score_TV_end",1,"score_ORTH",1,"?",0
"94FR9","111","winter22","asynch","Which shift(s) end at 4 pm?",4,"H",TRUE,41.633,1,1,-0.0833333333333333,NA,0.5,-0.0714285714285714,1,NA,NA,0.5,1,1,1,"score_TV_end",1,"score_TRI",1.08333333333333,"Triangular",1
"94FR9","111","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O",TRUE,88.689,1,1,-0.0769230769230769,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0.5,1,1,-0.0769230769230769,"score_TV_start",1,"score_TRI",1.07692307692308,"?",0
"X7HS7","121","winter22","asynch","Which shift(s) start at 11 am?",1,"",FALSE,108.212,0,0,NA,0,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"X7HS7","121","winter22","asynch","Which shift(s) start at the same time as D?",2,"C",FALSE,88.452,1,-0.0833333333333333,NA,-0.0769230769230769,-0.1,-0.0833333333333333,-0.0769230769230769,-0.0769230769230769,0,-0.0714285714285714,0,0,-0.0769230769230769,"score_TV_end",-0.0769230769230769,"score_TVERSKY",0.0064102564102564,"?",0
"X7HS7","121","winter22","asynch","Which shift(s) begin when C ends?",3,"A",FALSE,29.655,1,-0.0769230769230769,NA,0.333333333333333,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,0,0,-0.0769230769230769,"score_TV_start",0.333333333333333,"score_SATISFICE",0.41025641025641,"?",0
"X7HS7","121","winter22","asynch","Which shift(s) end at 4 pm?",4,"D",FALSE,9.684,1,-0.0714285714285714,NA,-0.0769230769230769,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",-0.0714285714285714,"score_TRI",0.0054945054945055,"?",0
"X7HS7","121","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"A",TRUE,15.332,1,1,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,1,1,1,-0.0833333333333333,"score_TV_max",1,"score_TRI",1.08333333333333,"both tri + orth",0
"UJFX9","121","winter22","asynch","Which shift(s) start at 11 am?",1,"",FALSE,32.262,0,0,NA,0,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"UJFX9","121","winter22","asynch","Which shift(s) start at the same time as D?",2,"",FALSE,12.287,0,0,NA,0,0,0,0,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"UJFX9","121","winter22","asynch","Which shift(s) begin when C ends?",3,"",FALSE,22.471,0,0,NA,0,0,0,NA,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"UJFX9","121","winter22","asynch","Which shift(s) end at 4 pm?",4,"",FALSE,45.81,0,0,NA,0,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"UJFX9","121","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"",FALSE,90.569,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"G1GGZ","121","winter22","asynch","Which shift(s) start at 11 am?",1,"",FALSE,127.76,0,0,NA,0,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"G1GGZ","121","winter22","asynch","Which shift(s) start at the same time as D?",2,"",FALSE,57.581,0,0,NA,0,0,0,0,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"G1GGZ","121","winter22","asynch","Which shift(s) begin when C ends?",3,"",FALSE,56.29,0,0,NA,0,0,0,NA,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"G1GGZ","121","winter22","asynch","Which shift(s) end at 4 pm?",4,"",FALSE,108.084,0,0,NA,0,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"G1GGZ","121","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"H",FALSE,89.046,1,-0.0769230769230769,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,-0.0714285714285714,0,0,-0.0833333333333333,"score_TV_max",-0.0769230769230769,"score_TRI",0.0064102564102564,"?",0
"7OYPU","111","winter22","asynch","Which shift(s) start at 11 am?",1,"F",TRUE,8.485,1,1,-0.0833333333333333,NA,0.5,1,-0.0714285714285714,NA,NA,0.5,1,1,1,"score_TV_start",1,"score_TRI",1.08333333333333,"Triangular",1
"7OYPU","111","winter22","asynch","Which shift(s) start at the same time as D?",2,"K",TRUE,9.932,1,1,-0.0833333333333333,NA,0.25,0.5,-0.0769230769230769,-0.0769230769230769,0,0.5,1,1,0.5,"score_TV_start",1,"score_TRI",1.08333333333333,"?",0
"7OYPU","111","winter22","asynch","Which shift(s) begin when C ends?",3,"F",TRUE,12.933,1,1,0,NA,0.166666666666667,-0.0833333333333333,1,-0.0909090909090909,0,0.5,1,1,1,"score_TV_end",1,"score_TRI",1,"?",0
"7OYPU","111","winter22","asynch","Which shift(s) end at 4 pm?",4,"H",TRUE,5.826,1,1,-0.0833333333333333,NA,0.5,-0.0714285714285714,1,NA,NA,0.5,1,1,1,"score_TV_end",1,"score_TRI",1.08333333333333,"Triangular",1
"7OYPU","111","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O",TRUE,7.195,1,1,-0.0769230769230769,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0.5,1,1,-0.0769230769230769,"score_TV_start",1,"score_TRI",1.07692307692308,"?",0
"P189K","121","winter22","asynch","Which shift(s) start at 11 am?",1,"F",TRUE,25.377,1,1,NA,-0.0833333333333333,0.5,1,-0.0714285714285714,NA,NA,1,1,1,1,"score_TV_start",1,"score_TRI",1.08333333333333,"both tri + orth",0
"P189K","121","winter22","asynch","Which shift(s) start at the same time as D?",2,"K",TRUE,13.839,1,1,NA,-0.0769230769230769,0.333333333333333,1,-0.0769230769230769,-0.0769230769230769,0,1,1,1,1,"score_TV_start",1,"score_TRI",1.07692307692308,"both tri + orth",0
"P189K","121","winter22","asynch","Which shift(s) begin when C ends?",3,"F",TRUE,9.341,1,-0.0769230769230769,NA,0.333333333333333,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,1,0,-0.0769230769230769,"score_TV_start",0.333333333333333,"score_SATISFICE",0.41025641025641,"?",0
"P189K","121","winter22","asynch","Which shift(s) end at 4 pm?",4,"H",TRUE,19.163,1,1,NA,-0.0769230769230769,0.5,-0.0714285714285714,1,NA,NA,1,1,1,1,"score_TV_end",1,"score_TRI",1.07692307692308,"both tri + orth",0
"P189K","121","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"AO",FALSE,159.153,2,0.923076923076923,NA,-0.153846153846154,0.416666666666667,0.416666666666667,NA,NA,0,0.928571428571429,0,0,0.416666666666667,"score_TV_max",0.923076923076923,"score_TRI",1.07692307692308,"?",0
"6HUZT","121","winter22","asynch","Which shift(s) start at 11 am?",1,"",FALSE,43.676,0,0,NA,0,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"6HUZT","121","winter22","asynch","Which shift(s) start at the same time as D?",2,"K",TRUE,531.518,1,1,NA,-0.0769230769230769,0.333333333333333,1,-0.0769230769230769,-0.0769230769230769,0,1,1,1,1,"score_TV_start",1,"score_TRI",1.07692307692308,"both tri + orth",0
"6HUZT","121","winter22","asynch","Which shift(s) begin when C ends?",3,"F",TRUE,13.828,1,-0.0769230769230769,NA,0.333333333333333,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,1,0,-0.0769230769230769,"score_TV_start",0.333333333333333,"score_SATISFICE",0.41025641025641,"?",0
"6HUZT","121","winter22","asynch","Which shift(s) end at 4 pm?",4,"H",TRUE,9.776,1,1,NA,-0.0769230769230769,0.5,-0.0714285714285714,1,NA,NA,1,1,1,1,"score_TV_end",1,"score_TRI",1.07692307692308,"both tri + orth",0
"6HUZT","121","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"A",TRUE,14.441,1,1,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,1,1,1,-0.0833333333333333,"score_TV_max",1,"score_TRI",1.08333333333333,"both tri + orth",0
"UN7PD","111","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,18.938,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"UN7PD","111","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,11.622,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"UN7PD","111","winter22","asynch","Which shift(s) begin when C ends?",3,"A",FALSE,70.777,1,-0.0833333333333333,-0.1,NA,0.166666666666667,-0.0833333333333333,-0.0833333333333333,0.333333333333333,0,-0.0769230769230769,0,0,0.333333333333333,"score_TV_duration",0.333333333333333,"score_TVERSKY",0.433333333333333,"?",0
"UN7PD","111","winter22","asynch","Which shift(s) end at 4 pm?",4,"H",TRUE,16.558,1,1,-0.0833333333333333,NA,0.5,-0.0714285714285714,1,NA,NA,0.5,1,1,1,"score_TV_end",1,"score_TRI",1.08333333333333,"Triangular",1
"UN7PD","111","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"O",TRUE,19.559,1,1,-0.0769230769230769,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0.5,1,1,-0.0769230769230769,"score_TV_start",1,"score_TRI",1.07692307692308,"?",0
"PVRS1","121","winter22","asynch","Which shift(s) start at 11 am?",1,"AO",FALSE,33.291,2,-0.142857142857143,NA,0.666666666666667,-0.153846153846154,-0.142857142857143,-0.142857142857143,NA,0,-0.142857142857143,0,0,-0.142857142857143,"score_TV_start",0.666666666666667,"score_SATISFICE",0.80952380952381,"?",0
"PVRS1","121","winter22","asynch","Which shift(s) start at the same time as D?",2,"BEG",FALSE,38.578,3,-0.25,NA,0.846153846153846,0.133333333333333,-0.25,0.846153846153846,-0.230769230769231,0,-0.214285714285714,0,0,0.846153846153846,"score_TV_end",0.846153846153846,"score_TVERSKY",1.09615384615385,"?",0
"PVRS1","121","winter22","asynch","Which shift(s) begin when C ends?",3,"AIO",FALSE,40.442,3,-0.230769230769231,NA,0.575757575757576,-0.25,-0.230769230769231,NA,-0.230769230769231,0,-0.214285714285714,0,0,-0.230769230769231,"score_TV_start",0.575757575757576,"score_SATISFICE",0.806526806526807,"?",0
"PVRS1","121","winter22","asynch","Which shift(s) end at 4 pm?",4,"FO",FALSE,89.255,2,-0.142857142857143,NA,1,-0.153846153846154,-0.142857142857143,-0.142857142857143,NA,0,-0.142857142857143,0,0,-0.142857142857143,"score_TV_start",1,"score_SATISFICE",1.14285714285714,"?",0
"PVRS1","121","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"AU",FALSE,88.595,2,0.923076923076923,NA,-0.153846153846154,-0.166666666666667,-0.166666666666667,NA,NA,0,0.928571428571429,0,0,-0.166666666666667,"score_TV_max",0.923076923076923,"score_TRI",1.08974358974359,"?",0
"YV1XZ","111","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,12.209,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"YV1XZ","111","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,9.317,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"YV1XZ","111","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,31.498,1,0,1,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0.5,0,0,0,"score_TV_end",1,"score_ORTH",1,"?",0
"YV1XZ","111","winter22","asynch","Which shift(s) end at 4 pm?",4,"U",FALSE,18.324,1,-0.0714285714285714,1,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_start",1,"score_ORTH",1.07142857142857,"Orthogonal",-1
"YV1XZ","111","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"FK",FALSE,51.009,2,-0.181818181818182,-0.153846153846154,NA,-0.142857142857143,-0.153846153846154,-0.166666666666667,NA,0,-0.153846153846154,0,0,-0.142857142857143,"score_TV_max",-0.142857142857143,"score_TVERSKY",0.038961038961039,"?",0
"M3E87","121","winter22","asynch","Which shift(s) start at 11 am?",1,"CF",FALSE,102.681,2,0.928571428571429,NA,-0.166666666666667,1,0.928571428571429,0.928571428571429,NA,0,0.928571428571429,0,0,1,"score_TV_max",1,"score_TVERSKY",1.16666666666667,"?",0
"M3E87","121","winter22","asynch","Which shift(s) start at the same time as D?",2,"C",FALSE,124.092,1,-0.0833333333333333,NA,-0.0769230769230769,-0.1,-0.0833333333333333,-0.0769230769230769,-0.0769230769230769,0,-0.0714285714285714,0,0,-0.0769230769230769,"score_TV_end",-0.0769230769230769,"score_TVERSKY",0.0064102564102564,"?",0
"M3E87","121","winter22","asynch","Which shift(s) begin when C ends?",3,"",FALSE,9.595,0,0,NA,0,0,0,NA,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"M3E87","121","winter22","asynch","Which shift(s) end at 4 pm?",4,"D",FALSE,68.9,1,-0.0714285714285714,NA,-0.0769230769230769,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",-0.0714285714285714,"score_TRI",0.0054945054945055,"?",0
"M3E87","121","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"",FALSE,133.831,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"4GC8J","121","winter22","asynch","Which shift(s) start at 11 am?",1,"F",TRUE,44.615,1,1,NA,-0.0833333333333333,0.5,1,-0.0714285714285714,NA,NA,1,1,1,1,"score_TV_start",1,"score_TRI",1.08333333333333,"both tri + orth",0
"4GC8J","121","winter22","asynch","Which shift(s) start at the same time as D?",2,"K",TRUE,6.395,1,1,NA,-0.0769230769230769,0.333333333333333,1,-0.0769230769230769,-0.0769230769230769,0,1,1,1,1,"score_TV_start",1,"score_TRI",1.07692307692308,"both tri + orth",0
"4GC8J","121","winter22","asynch","Which shift(s) begin when C ends?",3,"F",TRUE,10.801,1,-0.0769230769230769,NA,0.333333333333333,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,1,0,-0.0769230769230769,"score_TV_start",0.333333333333333,"score_SATISFICE",0.41025641025641,"?",0
"4GC8J","121","winter22","asynch","Which shift(s) end at 4 pm?",4,"H",TRUE,5.628,1,1,NA,-0.0769230769230769,0.5,-0.0714285714285714,1,NA,NA,1,1,1,1,"score_TV_end",1,"score_TRI",1.07692307692308,"both tri + orth",0
"4GC8J","121","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"A",TRUE,8.565,1,1,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,1,1,1,-0.0833333333333333,"score_TV_max",1,"score_TRI",1.08333333333333,"both tri + orth",0
"ML0PA","121","winter22","asynch","Which shift(s) start at 11 am?",1,"",FALSE,18.551,0,0,NA,0,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"ML0PA","121","winter22","asynch","Which shift(s) start at the same time as D?",2,"",FALSE,13.907,0,0,NA,0,0,0,0,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"ML0PA","121","winter22","asynch","Which shift(s) begin when C ends?",3,"",FALSE,12.203,0,0,NA,0,0,0,NA,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"ML0PA","121","winter22","asynch","Which shift(s) end at 4 pm?",4,"",FALSE,33.581,0,0,NA,0,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"ML0PA","121","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"",FALSE,115.273,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"WOJNW","121","winter22","asynch","Which shift(s) start at 11 am?",1,"CF",FALSE,32.614,2,0.928571428571429,NA,-0.166666666666667,1,0.928571428571429,0.928571428571429,NA,0,0.928571428571429,0,0,1,"score_TV_max",1,"score_TVERSKY",1.16666666666667,"?",0
"WOJNW","121","winter22","asynch","Which shift(s) start at the same time as D?",2,"K",TRUE,23.483,1,1,NA,-0.0769230769230769,0.333333333333333,1,-0.0769230769230769,-0.0769230769230769,0,1,1,1,1,"score_TV_start",1,"score_TRI",1.07692307692308,"both tri + orth",0
"WOJNW","121","winter22","asynch","Which shift(s) begin when C ends?",3,"F",TRUE,9.36,1,-0.0769230769230769,NA,0.333333333333333,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,1,0,-0.0769230769230769,"score_TV_start",0.333333333333333,"score_SATISFICE",0.41025641025641,"?",0
"WOJNW","121","winter22","asynch","Which shift(s) end at 4 pm?",4,"H",TRUE,17.522,1,1,NA,-0.0769230769230769,0.5,-0.0714285714285714,1,NA,NA,1,1,1,1,"score_TV_end",1,"score_TRI",1.07692307692308,"both tri + orth",0
"WOJNW","121","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"A",TRUE,19.822,1,1,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,1,1,1,-0.0833333333333333,"score_TV_max",1,"score_TRI",1.08333333333333,"both tri + orth",0
"C2AHN","111","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,13.199,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"C2AHN","111","winter22","asynch","Which shift(s) start at the same time as D?",2,"DE",FALSE,25.034,2,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.423076923076923,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"C2AHN","111","winter22","asynch","Which shift(s) begin when C ends?",3,"K",FALSE,18.935,1,-0.0833333333333333,-0.1,NA,-0.125,-0.0833333333333333,-0.0833333333333333,-0.0909090909090909,0,-0.0769230769230769,0,0,-0.0833333333333333,"score_TV_start",-0.0833333333333333,"score_TRI",0.0166666666666667,"?",0
"C2AHN","111","winter22","asynch","Which shift(s) end at 4 pm?",4,"K",FALSE,27.245,1,-0.0714285714285714,-0.0833333333333333,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0769230769230769,0,0,-0.0714285714285714,"score_TV_start",-0.0714285714285714,"score_TRI",0.0119047619047619,"?",0
"C2AHN","111","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"FO",FALSE,297.569,2,0.909090909090909,-0.153846153846154,NA,-0.285714285714286,-0.153846153846154,-0.166666666666667,NA,0,0.423076923076923,0,0,-0.153846153846154,"score_TV_start",0.909090909090909,"score_TRI",1.06293706293706,"?",0
"T8OB0","111","winter22","asynch","Which shift(s) start at 11 am?",1,"F",TRUE,82.138,1,1,-0.0833333333333333,NA,0.5,1,-0.0714285714285714,NA,NA,0.5,1,1,1,"score_TV_start",1,"score_TRI",1.08333333333333,"Triangular",1
"T8OB0","111","winter22","asynch","Which shift(s) start at the same time as D?",2,"K",TRUE,40.809,1,1,-0.0833333333333333,NA,0.25,0.5,-0.0769230769230769,-0.0769230769230769,0,0.5,1,1,0.5,"score_TV_start",1,"score_TRI",1.08333333333333,"?",0
"T8OB0","111","winter22","asynch","Which shift(s) begin when C ends?",3,"F",TRUE,11.306,1,1,0,NA,0.166666666666667,-0.0833333333333333,1,-0.0909090909090909,0,0.5,1,1,1,"score_TV_end",1,"score_TRI",1,"?",0
