"subject","condition","pretty_condition","study","term","mode","q","question","correct","rt_s","response","num_o","ROTATION","SHAPE"
"YS9FT","113112","TRI-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,10.512,"EG",2,"45","TRI"
"YS9FT","113112","TRI-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",TRUE,24.171,"OX",2,"45","TRI"
"YS9FT","113112","TRI-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",TRUE,52.567,"G",1,"45","TRI"
"YS9FT","113112","TRI-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,12.345,"I",1,"45","TRI"
"YS9FT","113112","TRI-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",TRUE,9.465,"E",1,"45","TRI"
"YS9FT","113112","TRI-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",TRUE,11.301,"LM",2,"45","TRI"
"YS9FT","113112","TRI-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,6.485,"G",1,"45","TRI"
"YS9FT","113112","TRI-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",TRUE,14.217,"EF",2,"45","TRI"
"YS9FT","113112","TRI-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",TRUE,8.481,"X",1,"45","TRI"
"YS9FT","113112","TRI-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",TRUE,27.062,"KX",2,"45","TRI"
"GXB4O","113112","TRI-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",FALSE,46.71,"CF",2,"45","TRI"
"GXB4O","113112","TRI-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",TRUE,80.923,"K",1,"45","TRI"
"GXB4O","113112","TRI-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",TRUE,20.623,"F",1,"45","TRI"
"GXB4O","113112","TRI-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",TRUE,16.486,"H",1,"45","TRI"
"GXB4O","113112","TRI-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",TRUE,37.533,"O",1,"45","TRI"
"GXB4O","113112","TRI-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,72.996,"EG",2,"45","TRI"
"GXB4O","113112","TRI-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",TRUE,46.675,"OX",2,"45","TRI"
"GXB4O","113112","TRI-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,140.469,"FG",2,"45","TRI"
"GXB4O","113112","TRI-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,39.612,"I",1,"45","TRI"
"GXB4O","113112","TRI-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",TRUE,27.673,"E",1,"45","TRI"
"GXB4O","113112","TRI-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",TRUE,16.161,"LM",2,"45","TRI"
"GXB4O","113112","TRI-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,12.651,"G",1,"45","TRI"
"GXB4O","113112","TRI-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",TRUE,30.89,"EF",2,"45","TRI"
"GXB4O","113112","TRI-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",TRUE,9.111,"X",1,"45","TRI"
"GXB4O","113112","TRI-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",TRUE,28.075,"KX",2,"45","TRI"
"QOHN7","113112","TRI-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",FALSE,47.127,"AD",2,"45","TRI"
"QOHN7","113112","TRI-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",FALSE,19.436,"E",1,"45","TRI"
"QOHN7","113112","TRI-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",FALSE,21.981,"Z",1,"45","TRI"
"QOHN7","113112","TRI-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,109.559,"U",1,"45","TRI"
"QOHN7","113112","TRI-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",TRUE,89.519,"O",1,"45","TRI"
"QOHN7","113112","TRI-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,13.56,"EG",2,"45","TRI"
"QOHN7","113112","TRI-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",TRUE,23.827,"OX",2,"45","TRI"
"QOHN7","113112","TRI-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",TRUE,47.727,"G",1,"45","TRI"
"QOHN7","113112","TRI-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,37.925,"I",1,"45","TRI"
"QOHN7","113112","TRI-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",TRUE,47.626,"E",1,"45","TRI"
"QOHN7","113112","TRI-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",TRUE,12.205,"LM",2,"45","TRI"
"QOHN7","113112","TRI-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,8.059,"G",1,"45","TRI"
"QOHN7","113112","TRI-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",TRUE,31.766,"EF",2,"45","TRI"
"QOHN7","113112","TRI-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",TRUE,31.366,"X",1,"45","TRI"
"QOHN7","113112","TRI-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",TRUE,64.734,"KX",2,"45","TRI"
"GC47R","113112","TRI-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",FALSE,36.332,"J",1,"45","TRI"
"GC47R","113112","TRI-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",FALSE,24.586,"X",1,"45","TRI"
"GC47R","113112","TRI-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",FALSE,19.86,"Z",1,"45","TRI"
"GC47R","113112","TRI-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,52.38,"FU",2,"45","TRI"
"GC47R","113112","TRI-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,93.158,"A",1,"45","TRI"
"GC47R","113112","TRI-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,10.163,"EG",2,"45","TRI"
"GC47R","113112","TRI-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",FALSE,16.128,"BF",2,"45","TRI"
"GC47R","113112","TRI-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,82.27,"A",1,"45","TRI"
"GC47R","113112","TRI-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",FALSE,57.219,"EI",2,"45","TRI"
"GC47R","113112","TRI-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",FALSE,71.61,"B",1,"45","TRI"
"GC47R","113112","TRI-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",FALSE,26.275,"M",1,"45","TRI"
"GC47R","113112","TRI-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",FALSE,14.778,"B",1,"45","TRI"
"GC47R","113112","TRI-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",FALSE,122.802,"CX",2,"45","TRI"
"GC47R","113112","TRI-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",FALSE,114.085,"FX",2,"45","TRI"
"GC47R","113112","TRI-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,75.715,"FG",2,"45","TRI"
"T7NPC","113112","TRI-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",TRUE,65.974,"F",1,"45","TRI"
"T7NPC","113112","TRI-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",TRUE,31.078,"K",1,"45","TRI"
"T7NPC","113112","TRI-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",TRUE,23.125,"F",1,"45","TRI"
"T7NPC","113112","TRI-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",TRUE,35.118,"H",1,"45","TRI"
"T7NPC","113112","TRI-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",TRUE,33.784,"O",1,"45","TRI"
"T7NPC","113112","TRI-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,12.284,"EG",2,"45","TRI"
"T7NPC","113112","TRI-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",TRUE,91.978,"OX",2,"45","TRI"
"T7NPC","113112","TRI-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",TRUE,51.131,"G",1,"45","TRI"
"T7NPC","113112","TRI-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,28.113,"I",1,"45","TRI"
"T7NPC","113112","TRI-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",TRUE,50.113,"E",1,"45","TRI"
"T7NPC","113112","TRI-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",FALSE,8.585,"M",1,"45","TRI"
"T7NPC","113112","TRI-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,12.526,"G",1,"45","TRI"
"T7NPC","113112","TRI-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",TRUE,33.266,"EF",2,"45","TRI"
"T7NPC","113112","TRI-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",TRUE,31.659,"X",1,"45","TRI"
"T7NPC","113112","TRI-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,85.458,"AX",2,"45","TRI"
"2CJ7D","113112","TRI-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",FALSE,22.184,"AOI",3,"45","TRI"
"2CJ7D","113112","TRI-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",FALSE,9.457,"EG",2,"45","TRI"
"2CJ7D","113112","TRI-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",FALSE,29.276,"Z",1,"45","TRI"
"2CJ7D","113112","TRI-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,48.768,"OU",2,"45","TRI"
"2CJ7D","113112","TRI-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,68.228,"",0,"45","TRI"
"2CJ7D","113112","TRI-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,10.298,"EG",2,"45","TRI"
"2CJ7D","113112","TRI-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",FALSE,15.077,"BF",2,"45","TRI"
"2CJ7D","113112","TRI-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,38.542,"E",1,"45","TRI"
"2CJ7D","113112","TRI-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,25.485,"I",1,"45","TRI"
"2CJ7D","113112","TRI-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",FALSE,51.736,"X",1,"45","TRI"
"2CJ7D","113112","TRI-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",FALSE,12.265,"BF",2,"45","TRI"
"2CJ7D","113112","TRI-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",FALSE,7.208,"B",1,"45","TRI"
"2CJ7D","113112","TRI-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",FALSE,29.564,"FX",2,"45","TRI"
"2CJ7D","113112","TRI-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",FALSE,41.126,"B",1,"45","TRI"
"2CJ7D","113112","TRI-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,58.195,"E",1,"45","TRI"
"1EOUS","113112","TRI-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",TRUE,34.271,"F",1,"45","TRI"
"1EOUS","113112","TRI-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",TRUE,26.812,"K",1,"45","TRI"
"1EOUS","113112","TRI-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",TRUE,21.99,"F",1,"45","TRI"
"1EOUS","113112","TRI-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",TRUE,10.951,"H",1,"45","TRI"
"1EOUS","113112","TRI-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,45.312,"Z",1,"45","TRI"
"1EOUS","113112","TRI-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",FALSE,8.992,"EF",2,"45","TRI"
"1EOUS","113112","TRI-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",FALSE,70.495,"",0,"45","TRI"
"1EOUS","113112","TRI-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",TRUE,122.462,"G",1,"45","TRI"
"1EOUS","113112","TRI-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,41.176,"I",1,"45","TRI"
"1EOUS","113112","TRI-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",FALSE,11.337,"Z",1,"45","TRI"
"1EOUS","113112","TRI-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",TRUE,16.395,"LM",2,"45","TRI"
"1EOUS","113112","TRI-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,12.147,"G",1,"45","TRI"
"1EOUS","113112","TRI-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",TRUE,22.369,"EF",2,"45","TRI"
"1EOUS","113112","TRI-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",TRUE,15.072,"X",1,"45","TRI"
"1EOUS","113112","TRI-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,69.719,"L",1,"45","TRI"
"SV20G","111112","ORTH-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",TRUE,24.292,"F",1,"45","ORTH"
"SV20G","111112","ORTH-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",TRUE,8.829,"K",1,"45","ORTH"
"SV20G","111112","ORTH-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",TRUE,8.973,"F",1,"45","ORTH"
"SV20G","111112","ORTH-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",TRUE,5.264,"H",1,"45","ORTH"
"SV20G","111112","ORTH-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,21.326,"A",1,"45","ORTH"
"SV20G","111112","ORTH-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,15.999,"EG",2,"45","ORTH"
"SV20G","111112","ORTH-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",TRUE,16.814,"OX",2,"45","ORTH"
"SV20G","111112","ORTH-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",TRUE,42.441,"G",1,"45","ORTH"
"SV20G","111112","ORTH-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",FALSE,42.67,"F",1,"45","ORTH"
"SV20G","111112","ORTH-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",TRUE,6.395,"E",1,"45","ORTH"
"SV20G","111112","ORTH-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",TRUE,10.439,"LM",2,"45","ORTH"
"SV20G","111112","ORTH-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,6.994,"G",1,"45","ORTH"
"SV20G","111112","ORTH-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",TRUE,26.263,"EF",2,"45","ORTH"
"SV20G","111112","ORTH-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",TRUE,16.289,"X",1,"45","ORTH"
"SV20G","111112","ORTH-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",TRUE,22.454,"KX",2,"45","ORTH"
"0TUJO","113112","TRI-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",FALSE,53.701,"A",1,"45","TRI"
"0TUJO","113112","TRI-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",TRUE,21.435,"K",1,"45","TRI"
"0TUJO","113112","TRI-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",FALSE,84.697,"JZ",2,"45","TRI"
"0TUJO","113112","TRI-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,103.871,"U",1,"45","TRI"
"0TUJO","113112","TRI-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,67.877,"HF",2,"45","TRI"
"0TUJO","113112","TRI-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,20.27,"EG",2,"45","TRI"
"0TUJO","113112","TRI-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",FALSE,23.042,"BF",2,"45","TRI"
"0TUJO","113112","TRI-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,62.942,"E",1,"45","TRI"
"0TUJO","113112","TRI-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,87.285,"I",1,"45","TRI"
"0TUJO","113112","TRI-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",FALSE,46.675,"J",1,"45","TRI"
"0TUJO","113112","TRI-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",FALSE,14.382,"BF",2,"45","TRI"
"0TUJO","113112","TRI-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",FALSE,18.941,"B",1,"45","TRI"
"0TUJO","113112","TRI-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",FALSE,67.067,"FX",2,"45","TRI"
"0TUJO","113112","TRI-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",FALSE,43.998,"B",1,"45","TRI"
"0TUJO","113112","TRI-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,19.538,"CF",2,"45","TRI"
"4EDBK","111112","ORTH-45","SGC4C","summer22","asynch",1,"Which shift(s) start at 11 am?",FALSE,53.196,"A",1,"45","ORTH"
"4EDBK","111112","ORTH-45","SGC4C","summer22","asynch",2,"Which shift(s) start at the same time as D?",FALSE,22.05,"E",1,"45","ORTH"
"4EDBK","111112","ORTH-45","SGC4C","summer22","asynch",3,"Which shift(s) begin when C ends?",FALSE,51.754,"Z",1,"45","ORTH"
"4EDBK","111112","ORTH-45","SGC4C","summer22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,37.622,"U",1,"45","ORTH"
"4EDBK","111112","ORTH-45","SGC4C","summer22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,77.164,"E",1,"45","ORTH"
"4EDBK","111112","ORTH-45","SGC4C","summer22","asynch",6,"Which shift(s) are six hours long?",TRUE,10.253,"EG",2,"45","ORTH"
"4EDBK","111112","ORTH-45","SGC4C","summer22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",FALSE,16.303,"BF",2,"45","ORTH"
"4EDBK","111112","ORTH-45","SGC4C","summer22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,25.853,"E",1,"45","ORTH"
"4EDBK","111112","ORTH-45","SGC4C","summer22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,16.06,"I",1,"45","ORTH"
"4EDBK","111112","ORTH-45","SGC4C","summer22","asynch",10,"Which shift(s) end at the same time as F?",FALSE,41.841,"X",1,"45","ORTH"
"4EDBK","111112","ORTH-45","SGC4C","summer22","asynch",11,"Which shift(s) start at 12pm?",FALSE,12.992,"BF",2,"45","ORTH"
"4EDBK","111112","ORTH-45","SGC4C","summer22","asynch",12,"Which shift(s) start at the same time as F?",FALSE,3.77,"B",1,"45","ORTH"
"4EDBK","111112","ORTH-45","SGC4C","summer22","asynch",13,"Which 2 shifts end when Z begins?",FALSE,29.199,"FX",2,"45","ORTH"
"4EDBK","111112","ORTH-45","SGC4C","summer22","asynch",14,"Which shift(s) end at 3pm?",FALSE,52.449,"",0,"45","ORTH"
"4EDBK","111112","ORTH-45","SGC4C","summer22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,46.21,"EF",2,"45","ORTH"
