"subject","condition","term","mode","question","q","response","correct","rt_s","num_o","pretty_condition","SHAPE","SCALE","pretty_mode","IMPASSE","score_TRI","score_ORTH","score_BOTH","score_SAT_left","score_SAT_right","score_TV_max","score_TV_start","score_TV_end","score_TV_duration","score_REF","score_ABS","score_niceABS","score_TVERSKY","tv_type","score_SATISFICE","sat_type","top_score","top_type","range","int2","interpretation","high_interpretation","override","score_SCALED","score_STATE"
"Y5NMS","113","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,6.106,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0625,1,0.5,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"Y5NMS","113","winter22","asynch","Which 2 shifts end when Z begins?",13,"FX",FALSE,37.394,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",0.433333333333333,1,0.666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"Y5NMS","113","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,20.446,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0588235294117647,1,0.5,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,1,"score_ORTH",1.05882352941176,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"Y5NMS","113","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"E",FALSE,44.85,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0625,0.5,0.25,NA,NA,-0.0666666666666667,-0.0588235294117647,NA,NA,0,0,0,-0.0588235294117647,"score_TV_start",NA,NA,0.5,"score_ORTH",0.5625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"20LM4","113","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,33.458,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0769230769230769,1,0.5,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"20LM4","113","winter22","asynch","Which shift(s) start at the same time as D?",2,"DE",FALSE,12.542,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0833333333333333,1,0.423076923076923,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"20LM4","113","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,15.6,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",0,1,0.5,NA,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0,0,0,"score_TV_end",NA,NA,1,"score_ORTH",1,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"20LM4","113","winter22","asynch","Which shift(s) end at 4 pm?",4,"U",FALSE,52.117,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0714285714285714,1,0.5,NA,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_start",NA,NA,1,"score_ORTH",1.07142857142857,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"20LM4","113","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U",FALSE,75.784,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0909090909090909,1,0.5,NA,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0,0,0.5,"score_TV_end",NA,NA,1,"score_ORTH",1.09090909090909,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"20LM4","113","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,11.571,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"20LM4","113","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,17.111,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.125,1,0.5,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"20LM4","113","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,83.653,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0666666666666667,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"20LM4","113","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,21.229,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"20LM4","113","winter22","asynch","Which shift(s) end at the same time as F?",10,"FX",FALSE,105.184,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0625,1,0.4375,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"20LM4","113","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,6.646,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.125,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"20LM4","113","winter22","asynch","Which shift(s) start at the same time as F?",12,"BF",FALSE,8.239,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0625,1,0.4375,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"20LM4","113","winter22","asynch","Which 2 shifts end when Z begins?",13,"BIJM",FALSE,78.878,4,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.266666666666667,-0.266666666666667,-0.266666666666667,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,-0.266666666666667,"score_TRI",0,"?","?","neg.trans","",-0.5,"unknown"
"20LM4","113","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,48.046,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0588235294117647,1,0.5,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,1,"score_ORTH",1.05882352941176,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"20LM4","113","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"EF",FALSE,43.861,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.125,1,0.5,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"RC56M","113","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,55.883,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0769230769230769,1,0.5,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"RC56M","113","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,13.081,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0833333333333333,1,0.5,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"RC56M","113","winter22","asynch","Which shift(s) begin when C ends?",3,"A",FALSE,54.936,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0833333333333333,-0.1,-0.0769230769230769,NA,NA,0.166666666666667,-0.0833333333333333,-0.0833333333333333,0.333333333333333,0,0,0,0.333333333333333,"score_TV_duration",NA,NA,0.333333333333333,"score_TVERSKY",0.433333333333333,"Tversky","Tversky","pos.trans","?",0.5,"tri-like"
"RC56M","113","winter22","asynch","Which shift(s) end at 4 pm?",4,"H",TRUE,61.747,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,-0.0833333333333333,0.5,NA,NA,0.5,-0.0714285714285714,1,NA,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.08333333333333,"Triangular","Triangular","triangular","",1,"tri-like"
"RC56M","113","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"J",FALSE,73.487,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,NA,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0,0,-0.0769230769230769,"score_TV_start",NA,NA,-0.0769230769230769,"score_TVERSKY",0.013986013986014,"?","?","neg.trans","",-0.5,"unknown"
"RC56M","113","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,10.486,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"RC56M","113","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,22.447,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.125,1,0.5,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"RC56M","113","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,69.729,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0666666666666667,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"RC56M","113","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,20.747,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"RC56M","113","winter22","asynch","Which shift(s) end at the same time as F?",10,"E",TRUE,35.946,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,-0.0625,0.5,NA,NA,0.333333333333333,-0.0625,1,-0.0625,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.0625,"Triangular","Triangular","triangular","",1,"tri-like"
"RC56M","113","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,7.686,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.125,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"RC56M","113","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,11.643,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0625,1,0.5,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"RC56M","113","winter22","asynch","Which 2 shifts end when Z begins?",13,"EF",TRUE,55.001,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,0.433333333333333,0.666666666666667,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0.566666666666667,"Triangular","Triangular","triangular","",1,"tri-like"
"RC56M","113","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,26.297,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0588235294117647,1,0.5,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,1,"score_ORTH",1.05882352941176,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"RC56M","113","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"EF",FALSE,32.37,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.125,1,0.5,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"CSJL3","113","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,21.016,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0769230769230769,1,0.5,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"CSJL3","113","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,7.786,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0833333333333333,1,0.5,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"CSJL3","113","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,12.933,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",0,1,0.5,NA,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0,0,0,"score_TV_end",NA,NA,1,"score_ORTH",1,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"CSJL3","113","winter22","asynch","Which shift(s) end at 4 pm?",4,"U",FALSE,8.965,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0714285714285714,1,0.5,NA,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_start",NA,NA,1,"score_ORTH",1.07142857142857,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"CSJL3","113","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"FZ",FALSE,50,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0909090909090909,-0.153846153846154,-0.153846153846154,NA,NA,-0.142857142857143,-0.153846153846154,-0.166666666666667,NA,0,0,0,-0.142857142857143,"score_TV_max",NA,NA,-0.0909090909090909,"score_TRI",0.0629370629370629,"?","?","neg.trans","",-0.5,"unknown"
"CSJL3","113","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,9.428,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"CSJL3","113","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,29.675,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.125,1,0.5,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"CSJL3","113","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,33.415,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0666666666666667,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"CSJL3","113","winter22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,25.57,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"CSJL3","113","winter22","asynch","Which shift(s) end at the same time as F?",10,"X",FALSE,46.473,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0625,1,0.5,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"CSJL3","113","winter22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,7.465,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.125,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"CSJL3","113","winter22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,7.444,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0625,1,0.5,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"CSJL3","113","winter22","asynch","Which 2 shifts end when Z begins?",13,"FX",FALSE,38.793,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",0.433333333333333,1,0.666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"CSJL3","113","winter22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,25.435,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0588235294117647,1,0.5,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,1,"score_ORTH",1.05882352941176,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"CSJL3","113","winter22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"EF",FALSE,27.851,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.125,1,0.5,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"4GNS9","113","winter22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,19.974,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0769230769230769,1,0.5,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"4GNS9","113","winter22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,13.704,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0833333333333333,1,0.5,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"4GNS9","113","winter22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,10.617,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",0,1,0.5,NA,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0,0,0,"score_TV_end",NA,NA,1,"score_ORTH",1,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"4GNS9","113","winter22","asynch","Which shift(s) end at 4 pm?",4,"U",FALSE,40.688,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0714285714285714,1,0.5,NA,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_start",NA,NA,1,"score_ORTH",1.07142857142857,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"4GNS9","113","winter22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U",FALSE,52.574,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0909090909090909,1,0.5,NA,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0,0,0.5,"score_TV_end",NA,NA,1,"score_ORTH",1.09090909090909,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"4GNS9","113","winter22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,10.054,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"4GNS9","113","winter22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,21.823,2,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.125,1,0.5,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"4GNS9","113","winter22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,84.203,1,"Tri-Isosceles","TRI","isosceles","online-replication","none",-0.0666666666666667,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
